D,d,N,V,S,g1,g2,g3,g4,g5,g6,g7,g8
1.6982944651928786,0.362,9.0,6.040356544554693,121637.98163033178,-8.033073115872881,-0.16199999999999998,-0.9397055348071213,-1.6914211745659635,-5.464251934761864,-7.881888898264577e-05,-67362.01836966822,-23.959643455445306
1.7662855150763213,0.362,8.0,5.711074197837927,125096.60154293595,-8.413209231091706,-0.16199999999999998,-0.8717144849236789,-1.8792417543544788,-5.464262769327512,-5.3538235806005474e-05,-63903.398457064046,-24.288925802162073
1.6753333425056438,0.4375,20.0,17.406833752210265,72632.33165324293,-2.1080289890015536,-0.2375,-0.8871666574943564,-0.8293333542986145,-5.464283696700466,-4.707698911809999e-06,-116367.66834675707,-12.593166247789735
2.273776639780481,0.4375,8.0,10.738501177954188,89681.21982592696,-7.620530236542912,-0.2375,-0.28872336021951917,-2.1972037480696702,-5.464284070962874,-3.834419961323832e-06,-99318.78017407304,-19.261498822045812
2.377275342490501,0.4375,7.0,10.104570632455905,92701.69580522165,-8.079892451193349,-0.2375,-0.18522465750949912,-2.4337722114068594,-5.464280235358005,-1.2784164655554875e-05,-96298.30419477835,-19.895429367544097
1.6483248023433448,0.4375,21.0,17.904677311068326,71889.68665345403,-1.6485964896628182,-0.2375,-0.9141751976566552,-0.7675995482133593,-5.464266446898845,-4.4957236027265424e-05,-117110.31334654597,-12.095322688931674
2.273776639780481,0.4375,8.0,10.738501177954188,89681.21982592696,-7.620530236542912,-0.2375,-0.28872336021951917,-2.1972037480696702,-5.464284070962874,-3.834419961323832e-06,-99318.78017407304,-19.261498822045812
2.1862414197681703,0.4375,9.0,11.357602684366224,87138.33676915232,-7.161140945827117,-0.2375,-0.3762585802318297,-1.9971232451843894,-5.464279783748135,-1.3837921017723076e-05,-101861.66323084768,-18.642397315633776
2.1108063832404063,0.4375,10.0,11.962598138952822,84956.94965999838,-6.70173168186216,-0.2375,-0.45169361675959374,-1.8247003045495003,-5.464269504558648,-3.782269648744396e-05,-104043.05034000162,-18.03740186104718
2.1862414197681703,0.4375,9.0,11.357602684366224,87138.33676915232,-7.161140945827117,-0.2375,-0.3762585802318297,-1.9971232451843894,-5.464279783748135,-1.3837921017723076e-05,-101861.66323084768,-18.642397315633776
2.0447825556050807,0.4375,11.0,12.554122224331058,83056.37932842733,-6.242402393188729,-0.2375,-0.5177174443949193,-1.6737886985258985,-5.464283217956618,-5.824767890461047e-06,-105943.62067157267,-17.44587777566894
2.377275342490501,0.4375,7.0,10.104570632455905,92701.69580522165,-8.079892451193349,-0.2375,-0.18522465750949912,-2.4337722114068594,-5.464280235358005,-1.2784164655554875e-05,-96298.30419477835,-19.895429367544097
2.273776639780481,0.4375,8.0,10.738501177954188,89681.21982592696,-7.620530236542912,-0.2375,-0.28872336021951917,-2.1972037480696702,-5.464284070962874,-3.834419961323832e-06,-99318.78017407304,-19.261498822045812
1.9774488960014516,0.394,8.0,7.574212168288646,107782.3534948029,-8.077281276281147,-0.194,-0.6285511039985483,-2.0189058274148515,-5.464284382884344,-3.1066031975779396e-06,-81217.6465051971,-22.425787831711354
1.9013237699420604,0.394,9.0,8.010893545516499,104767.54049416077,-7.663560924935203,-0.194,-0.7046762300579394,-1.8256948475686814,-5.464278277480561,-1.73525453579515e-05,-84232.45950583923,-21.9891064544835
1.9863368186239672,0.4375,12.0,13.133388676265568,81381.57658488982,-5.783003360790882,-0.2375,-0.5761631813760326,-1.5401984425690678,-5.464276008237265,-2.2647446382251246e-05,-107618.42341511018,-16.866611323734432
2.0447825556050807,0.4375,11.0,12.554122224331058,83056.37932842733,-6.242402393188729,-0.2375,-0.5177174443949193,-1.6737886985258985,-5.464283217956618,-5.824767890461047e-06,-105943.62067157267,-17.44587777566894
1.455188369547855,0.331,10.0,4.720589137178599,139040.89292790796,-8.043579448549835,-0.131,-1.2138116304521451,-1.396339485038836,-5.464253834564951,-7.438601511489118e-05,-49959.10707209204,-25.2794108628214
1.4096705604978732,0.331,11.0,4.954008232648179,136061.25113303782,-7.696079078645141,-0.131,-1.2593294395021268,-1.2588234456129097,-5.464268723593543,-3.9644948400585633e-05,-52938.74886696218,-25.045991767351822
1.4178656959400153,0.307,8.0,3.2972478995204724,167264.94540871933,-8.990695481582046,-0.10699999999999998,-1.2751343040599847,-1.618455035635229,-5.464258644474614,-6.316289256780294e-05,-21735.05459128067,-26.70275210047953
1.9863368186239672,0.4375,12.0,13.133388676265568,81381.57658488982,-5.783003360790882,-0.2375,-0.5761631813760326,-1.5401984425690678,-5.464276008237265,-2.2647446382251246e-05,-107618.42341511018,-16.866611323734432
1.9340338284882215,0.4375,13.0,13.700966169281974,79889.58588307918,-5.323646344055655,-0.2375,-0.6284661715117785,-1.4206487508302201,-5.464281403216696,-1.0059161041908737e-05,-109110.41411692082,-16.299033830718024
1.639652366853544,0.362,10.0,6.361945164017181,118671.27225309442,-7.65308064730758,-0.16199999999999998,-0.998347633146456,-1.5294264277722212,-5.464284194192274,-3.5468846932840137e-06,-70328.72774690558,-23.63805483598282
1.9340338284882215,0.4375,13.0,13.700966169281974,79889.58588307918,-5.323646344055655,-0.2375,-0.6284661715117785,-1.4206487508302201,-5.464281403216696,-1.0059161041908737e-05,-109110.41411692082,-16.299033830718024
1.8439499634591126,0.4375,15.0,14.804506064513932,77337.03718624721,-4.404883578608661,-0.2375,-0.7185500365408872,-1.214742773620829,-5.464277573582599,-1.8994973935981818e-05,-111662.96281375279,-15.195493935486068
1.886842032412817,0.4375,14.0,14.257763077122414,78549.49803931775,-4.864274995972738,-0.2375,-0.675657967587183,-1.3127817883721535,-5.464282498791821,-7.502819083349266e-06,-110450.50196068225,-15.742236922877586
1.8439499634591126,0.4375,15.0,14.804506064513932,77337.03718624721,-4.404883578608661,-0.2375,-0.7185500365408872,-1.214742773620829,-5.464277573582599,-1.8994973935981818e-05,-111662.96281375279,-15.195493935486068
1.8046980900791263,0.4375,16.0,15.341680448642157,76232.52683008196,-3.945529123031653,-0.2375,-0.7578019099208735,-1.125024205895146,-5.464283736909496,-4.613877842007952e-06,-112767.47316991804,-14.658319551357843
1.5605473869080166,0.307,6.0,2.9032434360001935,179184.73289966976,-9.635449511852649,-0.10699999999999998,-1.1324526130919834,-2.083216244000054,-5.464274853555795,-2.5341703146164463e-05,-9815.267100330238,-27.096756563999808
1.1113623271898223,0.283,12.0,3.074654576458143,176411.73759117062,-8.05343437601989,-0.08299999999999996,-1.6056376728101778,-0.9270753610947788,-5.464060312805967,-0.0005259367860765973,-12588.262408829381,-26.925345423541856
1.7686101977408348,0.4375,17.0,15.870170571313949,75221.68491310826,-3.486106273658036,-0.2375,-0.793889802259165,-1.042537594836194,-5.464269382097411,-3.810843937435138e-05,-113778.31508689174,-14.129829428686051
1.7352210013049891,0.4375,18.0,16.39006438937066,74290.72286263425,-3.026765833118626,-0.2375,-0.8272789986950109,-0.9662194315542609,-5.464279749935588,-1.39168169617232e-05,-114709.27713736575,-13.60993561062934
1.7686101977408348,0.4375,17.0,15.870170571313949,75221.68491310826,-3.486106273658036,-0.2375,-0.793889802259165,-1.042537594836194,-5.464269382097411,-3.810843937435138e-05,-113778.31508689174,-14.129829428686051
1.7352210013049891,0.4375,18.0,16.39006438937066,74290.72286263425,-3.026765833118626,-0.2375,-0.8272789986950109,-0.9662194315542609,-5.464279749935588,-1.39168169617232e-05,-114709.27713736575,-13.60993561062934
1.704223931040549,0.4375,19.0,16.902144994664607,73430.44001548037,-2.5674044498311925,-0.2375,-0.8582760689594511,-0.8953689852355402,-5.464283834949358,-4.385118165251001e-06,-115569.55998451963,-13.097855005335393
1.704223931040549,0.4375,19.0,16.902144994664607,73430.44001548037,-2.5674044498311925,-0.2375,-0.8582760689594511,-0.8953689852355402,-5.464283834949358,-4.385118165251001e-06,-115569.55998451963,-13.097855005335393
1.6753333425056438,0.4375,20.0,17.406833752210265,72632.33165324293,-2.1080289890015536,-0.2375,-0.8871666574943564,-0.8293333542986145,-5.464283696700466,-4.707698911809999e-06,-116367.66834675707,-12.593166247789735
1.9013237699420604,0.394,9.0,8.010893545516499,104767.54049416077,-7.663560924935203,-0.194,-0.7046762300579394,-1.8256948475686814,-5.464278277480561,-1.73525453579515e-05,-84232.45950583923,-21.9891064544835
1.8357121757420833,0.394,10.0,8.437582499611322,102182.19921953346,-7.2498484952218165,-0.194,-0.7702878242579168,-1.6591679587362522,-5.464274548566546,-2.605334472782772e-05,-86817.80078046654,-21.562417500388676
1.6483248023433448,0.4375,21.0,17.904677311068326,71889.68665345403,-1.6485964896628182,-0.2375,-0.9141751976566552,-0.7675995482133593,-5.464266446898845,-4.4957236027265424e-05,-117110.31334654597,-12.095322688931674
1.6229463411529355,0.4375,22.0,18.39548623165709,71195.12993310338,-1.1892729328662615,-0.2375,-0.9395536588470645,-0.7095916369209951,-5.464281879859879,-8.946993615310816e-06,-117804.87006689662,-11.604513768342908
2.273776639780481,0.4375,8.0,10.738501177954188,89681.21982592696,-7.620530236542912,-0.2375,-0.28872336021951917,-2.1972037480696702,-5.464284070962874,-3.834419961323832e-06,-99318.78017407304,-19.261498822045812
2.1862414197681703,0.4375,9.0,11.357602684366224,87138.33676915232,-7.161140945827117,-0.2375,-0.3762585802318297,-1.9971232451843894,-5.464279783748135,-1.3837921017723076e-05,-101861.66323084768,-18.642397315633776
2.3128501158008423,0.394,5.0,6.20122839491048,121211.46698227825,-9.318353813354609,-0.194,-0.29314988419915755,-2.870177958885386,-5.464276144006383,-2.2330651774371546e-05,-67788.53301772175,-23.79877160508952
1.639652366853544,0.362,10.0,6.361945164017181,118671.27225309442,-7.65308064730758,-0.16199999999999998,-0.998347633146456,-1.5294264277722212,-5.464284194192274,-3.5468846932840137e-06,-70328.72774690558,-23.63805483598282
1.6229463411529355,0.4375,22.0,18.39548623165709,71195.12993310338,-1.1892729328662615,-0.2375,-0.9395536588470645,-0.7095916369209951,-5.464281879859879,-8.946993615310816e-06,-117804.87006689662,-11.604513768342908
1.5990819723504017,0.4375,23.0,18.88020061349113,70545.08766112907,-0.7298779771383614,-0.2375,-0.963418027649598,-0.6550445082294898,-5.464275893141508,-2.2916003147077646e-05,-118454.91233887093,-11.11979938650887
1.5990819723504017,0.4375,23.0,18.88020061349113,70545.08766112907,-0.7298779771383614,-0.2375,-0.963418027649598,-0.6550445082294898,-5.464275893141508,-2.2916003147077646e-05,-118454.91233887093,-11.11979938650887
1.5765707966488562,0.4375,24.0,19.358989954395273,69934.81060532833,-0.2704550435385915,-0.2375,-0.9859292033511435,-0.603590392340243,-5.464261513061578,-5.646952298543617e-05,-119065.18939467167,-10.641010045604727
1.5429728744672904,0.362,12.0,6.984627057497253,113819.53947029448,-6.892877444694436,-0.16199999999999998,-1.0950271255327095,-1.2623560068157191,-5.464283233408331,-5.788713893783992e-06,-75180.46052970552,-23.015372942502747
2.0675314697168523,0.394,7.0,7.127329481496668,111368.0986307395,-8.490781297762114,-0.194,-0.5384685302831476,-2.247541801311808,-5.464224389328634,-0.0001430915665205923,-77631.9013692605,-22.872670518503334
1.9774488960014516,0.394,8.0,7.574212168288646,107782.3534948029,-8.077281276281147,-0.194,-0.6285511039985483,-2.0189058274148515,-5.464284382884344,-3.1066031975779396e-06,-81217.6465051971,-22.425787831711354
1.9774488960014516,0.394,8.0,7.574212168288646,107782.3534948029,-8.077281276281147,-0.194,-0.6285511039985483,-2.0189058274148515,-5.464284382884344,-3.1066031975779396e-06,-81217.6465051971,-22.425787831711354
1.9013237699420604,0.394,9.0,8.010893545516499,104767.54049416077,-7.663560924935203,-0.194,-0.7046762300579394,-1.8256948475686814,-5.464278277480561,-1.73525453579515e-05,-84232.45950583923,-21.9891064544835
1.8357121757420833,0.394,10.0,8.437582499611322,102182.19921953346,-7.2498484952218165,-0.194,-0.7702878242579168,-1.6591679587362522,-5.464274548566546,-2.605334472782772e-05,-86817.80078046654,-21.562417500388676
1.9013237699420604,0.394,9.0,8.010893545516499,104767.54049416077,-7.663560924935203,-0.194,-0.7046762300579394,-1.8256948475686814,-5.464278277480561,-1.73525453579515e-05,-84232.45950583923,-21.9891064544835
1.8357121757420833,0.394,10.0,8.437582499611322,102182.19921953346,-7.2498484952218165,-0.194,-0.7702878242579168,-1.6591679587362522,-5.464274548566546,-2.605334472782772e-05,-86817.80078046654,-21.562417500388676
2.1862414197681703,0.4375,9.0,11.357602684366224,87138.33676915232,-7.161140945827117,-0.2375,-0.3762585802318297,-1.9971232451843894,-5.464279783748135,-1.3837921017723076e-05,-101861.66323084768,-18.642397315633776
1.778352919879563,0.394,11.0,8.855100659364703,99933.39607057707,-6.836013717330263,-0.194,-0.8276470801204372,-1.5135860910648802,-5.46423411519908,-0.00012039786881468117,-89066.60392942293,-21.1448993406353
1.8357121757420833,0.394,10.0,8.437582499611322,102182.19921953346,-7.2498484952218165,-0.194,-0.7702878242579168,-1.6591679587362522,-5.464274548566546,-2.605334472782772e-05,-86817.80078046654,-21.562417500388676
2.377275342490501,0.4375,7.0,10.104570632455905,92701.69580522165,-8.079892451193349,-0.2375,-0.18522465750949912,-2.4337722114068594,-5.464280235358005,-1.2784164655554875e-05,-96298.30419477835,-19.895429367544097
1.6982944651928786,0.362,9.0,6.040356544554693,121637.98163033178,-8.033073115872881,-0.16199999999999998,-0.9397055348071213,-1.6914211745659635,-5.464251934761864,-7.881888898264577e-05,-67362.01836966822,-23.959643455445306
1.7274642831235778,0.394,12.0,9.263376377496348,97948.3105063832,-6.4224702436388075,-0.194,-0.8785357168764221,-1.3844271145268472,-5.464281073091643,-1.0829452834704156e-05,-91051.6894936168,-20.73662362250365
1.681984033682069,0.394,13.0,9.663741976247206,96183.13326238662,-6.008768258109976,-0.194,-0.9240159663179308,-1.2689950093453524,-5.464280477432993,-1.2219323016315897e-05,-92816.86673761338,-20.336258023752794
1.7274642831235778,0.394,12.0,9.263376377496348,97948.3105063832,-6.4224702436388075,-0.194,-0.8785357168764221,-1.3844271145268472,-5.464281073091643,-1.0829452834704156e-05,-91051.6894936168,-20.73662362250365
1.778352919879563,0.394,11.0,8.855100659364703,99933.39607057707,-6.836013717330263,-0.194,-0.8276470801204372,-1.5135860910648802,-5.46423411519908,-0.00012039786881468117,-89066.60392942293,-21.1448993406353
2.06583917035951,0.362,5.0,4.675751727233814,140516.19582977943,-9.553563431252213,-0.16199999999999998,-0.5721608296404899,-2.7067380396671545,-5.464279029375664,-1.5598123450200063e-05,-48483.80417022057,-25.324248272766187
1.5072137607153133,0.331,9.0,4.481911506351615,142467.05680514887,-8.391090729497156,-0.131,-1.1617862392846867,-1.5535158933997382,-5.464242218849146,-0.00010148935199083553,-46532.943194851134,-25.518088493648385
1.5429728744672904,0.362,12.0,6.984627057497253,113819.53947029448,-6.892877444694436,-0.16199999999999998,-1.0950271255327095,-1.2623560068157191,-5.464283233408331,-5.788713893783992e-06,-75180.46052970552,-23.015372942502747
2.1764854805084024,0.394,6.0,6.669264765892874,115727.27753095336,-8.904628726016611,-0.194,-0.42951451949159747,-2.5240748236253863,-5.464268617804983,-3.989178837282559e-05,-73272.72246904664,-23.330735234107127
2.1108063832404063,0.4375,10.0,11.962598138952822,84956.94965999838,-6.70173168186216,-0.2375,-0.45169361675959374,-1.8247003045495003,-5.464269504558648,-3.782269648744396e-05,-104043.05034000162,-18.03740186104718
2.0447825556050807,0.4375,11.0,12.554122224331058,83056.37932842733,-6.242402393188729,-0.2375,-0.5177174443949193,-1.6737886985258985,-5.464283217956618,-5.824767890461047e-06,-105943.62067157267,-17.44587777566894
1.7253448466226264,0.331,6.0,3.7313126425387284,157016.63373162478,-9.433691702868694,-0.131,-0.9436551533773736,-2.212522195234521,-5.464227510860608,-0.00013580799191426074,-31983.36626837522,-26.26868735746127
1.3162156478031952,0.307,10.0,3.673032749825694,158882.9292330879,-8.346053557888096,-0.10699999999999998,-1.3767843521968048,-1.287347386981092,-5.464276067366429,-2.2509478332155552e-05,-30117.070766912104,-26.326967250174306
1.9440245593048016,0.362,6.0,5.028617811035681,134215.58318796227,-9.173475914319283,-0.16199999999999998,-0.6939754406951986,-2.370233589239784,-5.464282774295785,-6.8599765017385295e-06,-54784.41681203773,-24.97138218896432
1.4096705604978732,0.331,11.0,4.954008232648179,136061.25113303782,-7.696079078645141,-0.131,-1.2593294395021268,-1.2588234456129097,-5.464268723593543,-3.9644948400585633e-05,-52938.74886696218,-25.045991767351822
